N,M,max_steps,steps_taken,failed_to_finish
50,200,10000000,37029,false
50,200,10000000,21837,false
50,200,10000000,18792,false
50,200,10000000,53549,false
50,200,10000000,21963,false
50,200,10000000,44860,false
50,200,10000000,37222,false
50,200,10000000,23533,false
50,200,10000000,19110,false
50,200,10000000,29407,false
50,200,10000000,28318,false
50,200,10000000,21860,false
50,200,10000000,27234,false
50,200,10000000,42212,false
50,200,10000000,23623,false
50,200,10000000,21067,false
50,200,10000000,79675,false
50,200,10000000,19067,false
50,200,10000000,25301,false
50,200,10000000,20398,false
50,200,10000000,30496,false
50,200,10000000,34885,false
50,200,10000000,37105,false
50,200,10000000,22533,false
50,200,10000000,17775,false
50,200,10000000,81315,false
50,200,10000000,27852,false
50,200,10000000,36089,false
50,200,10000000,33294,false
50,200,10000000,43219,false
50,200,10000000,15519,false
50,200,10000000,16716,false
50,200,10000000,24874,false
50,200,10000000,33665,false
50,200,10000000,20554,false
50,200,10000000,24215,false
50,200,10000000,22524,false
50,200,10000000,21236,false
50,200,10000000,39689,false
50,200,10000000,42806,false
50,200,10000000,32201,false
50,200,10000000,39689,false
50,200,10000000,38465,false
50,200,10000000,28434,false
50,200,10000000,22813,false
50,200,10000000,30636,false
50,200,10000000,32755,false
50,200,10000000,31479,false
50,200,10000000,24241,false
50,200,10000000,26187,false
50,300,10000000,25092,false
50,300,10000000,21870,false
50,300,10000000,53291,false
50,300,10000000,47147,false
50,300,10000000,45724,false
50,300,10000000,20033,false
50,300,10000000,29480,false
50,300,10000000,24492,false
50,300,10000000,29281,false
50,300,10000000,14837,false
50,300,10000000,40089,false
50,300,10000000,38066,false
50,300,10000000,22701,false
50,300,10000000,52738,false
50,300,10000000,34551,false
50,300,10000000,43971,false
50,300,10000000,23546,false
50,300,10000000,27579,false
50,300,10000000,34206,false
50,300,10000000,25468,false
50,300,10000000,30557,false
50,300,10000000,19617,false
50,300,10000000,18785,false
50,300,10000000,70438,false
50,300,10000000,23301,false
50,300,10000000,39708,false
50,300,10000000,27360,false
50,300,10000000,53325,false
50,300,10000000,23864,false
50,300,10000000,49589,false
50,300,10000000,17269,false
50,300,10000000,43305,false
50,300,10000000,21139,false
50,300,10000000,27726,false
50,300,10000000,31494,false
50,300,10000000,40947,false
50,300,10000000,36104,false
50,300,10000000,80884,false
50,300,10000000,45397,false
50,300,10000000,32260,false
50,300,10000000,29282,false
50,300,10000000,22549,false
50,300,10000000,18507,false
50,300,10000000,36254,false
50,300,10000000,27921,false
50,300,10000000,32925,false
50,300,10000000,21891,false
50,300,10000000,34471,false
50,300,10000000,23832,false
50,500,10000000,31215,false
50,500,10000000,26293,false
50,500,10000000,40791,false
50,500,10000000,30266,false
50,500,10000000,72728,false
50,500,10000000,61369,false
50,500,10000000,40961,false
50,500,10000000,29156,false
50,500,10000000,22751,false
50,500,10000000,23729,false
50,500,10000000,43846,false
50,500,10000000,31190,false
50,500,10000000,29552,false
50,500,10000000,27277,false
50,500,10000000,24145,false
50,500,10000000,42382,false
50,500,10000000,27973,false
50,500,10000000,23074,false
50,500,10000000,137401,false
50,500,10000000,21435,false
50,500,10000000,32080,false
50,500,10000000,32138,false
50,500,10000000,25999,false
50,500,10000000,52568,false
50,500,10000000,27876,false
50,500,10000000,55485,false
50,500,10000000,21376,false
50,500,10000000,22501,false
50,500,10000000,20890,false
50,500,10000000,43427,false
50,500,10000000,26275,false
50,500,10000000,14109,false
50,500,10000000,38734,false
50,500,10000000,53557,false
50,500,10000000,23151,false
50,500,10000000,33518,false
50,500,10000000,46775,false
50,500,10000000,31098,false
50,500,10000000,38179,false
50,500,10000000,44436,false
50,500,10000000,48588,false
50,500,10000000,28914,false
50,500,10000000,15499,false
50,500,10000000,35130,false
50,500,10000000,27063,false
50,700,10000000,21897,false
50,700,10000000,25959,false
50,700,10000000,59260,false
50,700,10000000,31632,false
50,700,10000000,43233,false
50,700,10000000,19993,false
50,700,10000000,22017,false
50,700,10000000,25416,false
50,700,10000000,55383,false
50,700,10000000,25860,false
50,700,10000000,45772,false
50,700,10000000,21504,false
50,700,10000000,34346,false
50,700,10000000,36761,false
50,700,10000000,38335,false
50,700,10000000,70490,false
50,700,10000000,28016,false
50,700,10000000,19936,false
50,700,10000000,23683,false
50,700,10000000,33419,false
50,700,10000000,42777,false
50,700,10000000,39644,false
50,700,10000000,25179,false
50,700,10000000,29281,false
50,700,10000000,24578,false
50,700,10000000,57973,false
