N,M,max_steps,steps_taken,failed_to_finish
100,60,10000000,215599,false
100,60,10000000,195877,false
100,100,10000000,200688,false
100,100,10000000,163851,false
100,100,10000000,123704,false
100,100,10000000,168589,false
100,100,10000000,117102,false
100,100,10000000,83164,false
100,100,10000000,146175,false
100,100,10000000,200170,false
100,100,10000000,145599,false
100,100,10000000,152051,false
100,100,10000000,392478,false
100,100,10000000,186191,false
100,100,10000000,117274,false
100,100,10000000,134280,false
100,100,10000000,135073,false
100,100,10000000,139735,false
100,100,10000000,67008,false
100,100,10000000,330043,false
100,100,10000000,113379,false
100,100,10000000,159350,false
100,100,10000000,98079,false
100,100,10000000,128081,false
100,100,10000000,148846,false
100,100,10000000,142350,false
100,100,10000000,111160,false
100,100,10000000,328075,false
100,100,10000000,174202,false
100,100,10000000,210730,false
100,100,10000000,126447,false
100,100,10000000,150118,false
100,100,10000000,144412,false
100,100,10000000,181848,false
100,100,10000000,139715,false
100,100,10000000,92486,false
100,100,10000000,128349,false
100,100,10000000,112299,false
100,100,10000000,120879,false
100,100,10000000,192516,false
100,100,10000000,177649,false
100,100,10000000,103280,false
100,100,10000000,120419,false
100,100,10000000,180344,false
100,100,10000000,166047,false
100,100,10000000,161022,false
100,100,10000000,131180,false
100,100,10000000,156415,false
100,100,10000000,128550,false
100,100,10000000,245630,false
100,100,10000000,158305,false
100,100,10000000,92223,false
100,200,10000000,118684,false
100,200,10000000,142994,false
100,200,10000000,80440,false
100,200,10000000,178220,false
100,200,10000000,81522,false
100,200,10000000,109310,false
100,200,10000000,122427,false
100,200,10000000,205692,false
100,200,10000000,115135,false
100,200,10000000,144094,false
100,200,10000000,144335,false
100,200,10000000,191989,false
100,200,10000000,92818,false
100,200,10000000,341938,false
100,200,10000000,209565,false
100,200,10000000,135424,false
100,200,10000000,145633,false
100,200,10000000,92128,false
100,200,10000000,163864,false
100,200,10000000,174458,false
100,200,10000000,142149,false
100,200,10000000,135228,false
100,200,10000000,263219,false
100,200,10000000,202533,false
100,200,10000000,152003,false
100,200,10000000,67098,false
100,200,10000000,165243,false
100,200,10000000,203480,false
100,200,10000000,173524,false
100,200,10000000,342298,false
100,200,10000000,138709,false
100,200,10000000,219446,false
100,200,10000000,358222,false
100,200,10000000,148119,false
100,200,10000000,98705,false
100,200,10000000,152826,false
100,200,10000000,116961,false
100,200,10000000,155132,false
100,200,10000000,193019,false
100,200,10000000,171355,false
100,200,10000000,273487,false
100,200,10000000,156165,false
100,200,10000000,214276,false
100,200,10000000,94988,false
100,200,10000000,98432,false
100,200,10000000,193873,false
100,200,10000000,142397,false
100,200,10000000,274170,false
100,200,10000000,254493,false
100,200,10000000,186382,false
100,300,10000000,171481,false
100,300,10000000,133297,false
100,300,10000000,245234,false
100,300,10000000,110296,false
100,300,10000000,174443,false
100,300,10000000,174571,false
100,300,10000000,165976,false
100,300,10000000,140725,false
100,300,10000000,177689,false
100,300,10000000,120641,false
100,300,10000000,132265,false
100,300,10000000,137413,false
100,300,10000000,174288,false
100,300,10000000,143383,false
100,300,10000000,261873,false
100,300,10000000,128775,false
100,300,10000000,180427,false
100,300,10000000,156619,false
100,300,10000000,142368,false
100,300,10000000,102305,false
100,300,10000000,131558,false
100,300,10000000,274992,false
100,300,10000000,126844,false
100,300,10000000,83597,false
100,300,10000000,130765,false
100,300,10000000,134371,false
100,300,10000000,164354,false
100,300,10000000,226106,false
100,300,10000000,116684,false
100,300,10000000,198467,false
100,300,10000000,175264,false
100,300,10000000,72706,false
100,300,10000000,105306,false
100,300,10000000,200076,false
100,300,10000000,161594,false
100,300,10000000,143227,false
100,300,10000000,111083,false
100,300,10000000,297758,false
100,300,10000000,211819,false
100,300,10000000,271451,false
100,300,10000000,157633,false
100,300,10000000,313229,false
100,300,10000000,128937,false
100,300,10000000,132861,false
100,300,10000000,253789,false
100,300,10000000,138531,false
100,300,10000000,154408,false
100,300,10000000,130059,false
100,300,10000000,304193,false
100,300,10000000,175316,false
100,500,10000000,190222,false
100,500,10000000,271877,false
100,500,10000000,177415,false
100,500,10000000,167824,false
100,500,10000000,145301,false
100,500,10000000,217178,false
100,500,10000000,170308,false
100,500,10000000,178934,false
100,500,10000000,232354,false
100,500,10000000,312405,false
100,500,10000000,150890,false
100,500,10000000,178039,false
100,500,10000000,181870,false
100,500,10000000,196452,false
100,500,10000000,179830,false
100,500,10000000,99718,false
100,500,10000000,186987,false
100,500,10000000,199996,false
100,500,10000000,187484,false
100,500,10000000,95363,false
100,500,10000000,141255,false
100,500,10000000,121980,false
100,500,10000000,147940,false
100,500,10000000,94866,false
100,500,10000000,172011,false
100,500,10000000,168585,false
100,500,10000000,161029,false
100,500,10000000,114748,false
100,500,10000000,131780,false
100,500,10000000,109102,false
100,500,10000000,151860,false
100,500,10000000,236655,false
100,500,10000000,145682,false
100,500,10000000,88123,false
100,500,10000000,282137,false
100,500,10000000,208064,false
100,500,10000000,328202,false
100,500,10000000,316760,false
100,500,10000000,177578,false
100,500,10000000,122204,false
100,500,10000000,156918,false
100,500,10000000,351133,false
100,500,10000000,159623,false
100,500,10000000,129353,false
100,500,10000000,184880,false
100,500,10000000,292493,false
100,500,10000000,136452,false
100,500,10000000,164742,false
100,500,10000000,144597,false
100,500,10000000,241204,false
100,700,10000000,111823,false
100,700,10000000,119298,false
100,700,10000000,149332,false
100,700,10000000,301175,false
100,700,10000000,140580,false
100,700,10000000,258173,false
100,700,10000000,302104,false
100,700,10000000,224777,false
100,700,10000000,255910,false
100,700,10000000,159462,false
100,700,10000000,166287,false
100,700,10000000,123278,false
100,700,10000000,142935,false
100,700,10000000,409083,false
100,700,10000000,240675,false
100,700,10000000,173375,false
100,700,10000000,260197,false
100,700,10000000,127940,false
100,700,10000000,141254,false
100,700,10000000,213301,false
100,700,10000000,147894,false
100,700,10000000,177320,false
100,700,10000000,139051,false
100,700,10000000,105774,false
100,700,10000000,201200,false
100,700,10000000,310480,false
100,700,10000000,87261,false
100,700,10000000,108079,false
100,700,10000000,216727,false
100,700,10000000,161435,false
100,700,10000000,134762,false
100,700,10000000,138533,false
100,700,10000000,183477,false
100,700,10000000,136235,false
100,700,10000000,188921,false
100,700,10000000,129869,false
100,700,10000000,214480,false
100,700,10000000,227990,false
100,700,10000000,121031,false
100,700,10000000,359091,false
100,700,10000000,186463,false
100,700,10000000,202730,false
100,700,10000000,385392,false
100,700,10000000,228699,false
100,700,10000000,144478,false
100,700,10000000,251032,false
100,700,10000000,90527,false
100,700,10000000,297453,false
100,700,10000000,177173,false
100,700,10000000,110735,false
100,1000,10000000,193615,false
100,1000,10000000,144151,false
100,1000,10000000,176954,false
100,1000,10000000,203811,false
100,1000,10000000,266932,false
100,1000,10000000,272318,false
100,1000,10000000,104906,false
100,1000,10000000,276124,false
100,1000,10000000,223934,false
100,1000,10000000,92395,false
100,1000,10000000,91476,false
100,1000,10000000,141960,false
100,1000,10000000,177724,false
100,1000,10000000,104246,false
100,1000,10000000,144244,false
100,1000,10000000,205561,false
100,1000,10000000,278536,false
100,1000,10000000,114106,false
100,1000,10000000,243070,false
100,1000,10000000,206232,false
100,1000,10000000,237553,false
100,1000,10000000,107269,false
100,1000,10000000,194542,false
100,1000,10000000,137662,false
100,1000,10000000,129729,false
100,1000,10000000,209003,false
100,1000,10000000,132703,false
100,1000,10000000,117135,false
100,1000,10000000,274987,false
100,1000,10000000,175952,false
100,1000,10000000,197976,false
100,1000,10000000,386200,false
100,1000,10000000,274871,false
100,1000,10000000,130548,false
100,1000,10000000,167938,false
100,1000,10000000,264574,false
100,1000,10000000,159271,false
100,1000,10000000,145459,false
100,1000,10000000,191967,false
100,1000,10000000,197213,false
100,1000,10000000,142809,false
100,1000,10000000,191256,false
100,1000,10000000,211425,false
100,1000,10000000,145893,false
100,1000,10000000,302921,false
100,1000,10000000,253480,false
100,1000,10000000,197161,false
100,1000,10000000,120846,false
100,1000,10000000,241732,false
100,2000,10000000,154464,false
100,2000,10000000,283394,false
100,2000,10000000,103981,false
100,2000,10000000,296210,false
100,2000,10000000,177977,false
100,2000,10000000,156617,false
100,2000,10000000,230380,false
100,2000,10000000,337331,false
100,2000,10000000,153137,false
100,2000,10000000,255499,false
100,2000,10000000,230743,false
100,2000,10000000,278214,false
100,2000,10000000,315773,false
100,2000,10000000,175453,false
100,2000,10000000,118170,false
100,2000,10000000,203071,false
100,2000,10000000,146210,false
100,2000,10000000,314104,false
100,2000,10000000,188252,false
100,2000,10000000,207177,false
100,2000,10000000,131366,false
100,2000,10000000,94970,false
100,2000,10000000,182776,false
100,2000,10000000,181009,false
100,2000,10000000,222917,false
100,2000,10000000,104009,false
100,2000,10000000,105452,false
100,2000,10000000,267028,false
100,2000,10000000,166548,false
100,2000,10000000,262812,false
100,2000,10000000,139820,false
100,2000,10000000,132745,false
